run,storage,compute_type,wer_micro,rtf_overall,rtf_short,rtf_medium,rtf_long,ttfs_median
fp32,float32,float32,0.0398277717976318,0.353658621734021,0.5210936021728394,0.3887378922119349,0.3117528862483,2.4961081870133057
int8,int8,int8,0.0409041980624327,0.17584396580777678,0.3436788026691464,0.2113090366935478,0.14266443047413785,1.3009043539641425
